Revenue,Costs,a d'e,MEMBERS,COUPE,Cond,Cafe
1745.16179,1877.97569,2.05,3371,no,satisfactory,machine
1647.68701,401.40780,5.22,6644,yes,poor,kiosk
4230.06816,2693.21780,5.32,3548,no,satisfactory,machine
2264.12608,1182.05164,2.01,5174,no,satisfactory,kiosk
7249.14660,9829.95389,2.15,3655,yes,satisfactory,bar
4792.46026,4409.40664,2.59,3831,yes,poor,kiosk
7007.02969,9781.82076,5.27,2489,no,satisfactory,machine
1007.81461,576.55654,2.1,3436,no,satisfactory,kiosk
2715.54937,2116.80143,2.25,1888,yes,poor,bar
269.97618,181.44654,5.92,6960,yes,poor,machine
633.96871,1012.60319,3.22,4824,no,poor,machine
1973.93103,3320.51556,2.61,2607,no,poor,machine
4168.01125,2870.74743,6.39,6169,no,satisfactory,bar
6162.62524,7291.82024,1.1,2086,no,excellent,machine
6991.78163,5805.04672,3.69,3673,yes,excellent,machine
7329.50010,4452.40307,4.48,3845,no,excellent,bar
1685.36803,1435.66890,4.82,2013,no,satisfactory,bar
1730.32672,1510.66046,4.16,7322,yes,excellent,machine
1259.31991,697.98971,6.89,1437,no,satisfactory,bar
7824.12347,7562.21466,3.91,3355,yes,excellent,machine
680.03216,513.67323,2.72,4135,no,satisfactory,kiosk
3097.91769,3707.81002,2.72,1292,no,satisfactory,machine
2024.88831,2047.53567,1.4,2195,no,satisfactory,machine
342.20148,377.75793,3.21,7094,no,poor,kiosk
11019.10917,10400.82352,5.09,1551,yes,satisfactory,bar
3561.16608,2758.12153,3.92,3652,no,satisfactory,bar
2043.21228,2805.03137,4.8,2318,no,satisfactory,kiosk
1914.32197,1616.29984,2.38,6551,no,poor,machine
712.08812,942.59870,4.68,1966,no,excellent,machine
3146.61042,3069.16794,2.44,4427,yes,poor,bar
822.96790,441.04771,2.83,3093,no,poor,bar
3858.98394,6921.04636,3.28,3567,no,poor,kiosk
1013.24240,1739.63974,3.97,2802,no,poor,bar
2353.64579,3326.55246,1.62,2436,no,satisfactory,kiosk
1401.72312,1779.73048,4.54,1954,no,satisfactory,machine
2104.64028,1582.84935,3.39,4120,yes,satisfactory,machine
4080.79465,4538.36894,4.86,3752,no,satisfactory,bar
2951.92050,3361.73380,3.95,2353,no,poor,machine
1255.63345,669.49524,2.4,3855,no,satisfactory,kiosk
1726.66672,130.08446,3.63,2673,yes,poor,kiosk
3862.29070,3606.14526,4.25,1700,yes,poor,kiosk
1742.08300,2858.47292,4.94,4280,no,satisfactory,machine
4436.44178,4157.03015,6.64,1751,yes,poor,machine
2792.59060,4465.63017,1.41,4762,no,satisfactory,bar
4720.01276,7924.54093,1.61,3029,yes,excellent,machine
1619.31541,2523.70269,6.04,4034,no,poor,machine
1058.99055,289.76070,3.12,3768,no,satisfactory,kiosk
2814.57958,3557.15867,4.19,1652,no,satisfactory,machine
386.78915,354.35677,4.92,3779,yes,poor,bar
796.52542,1200.55703,2.37,2552,yes,poor,machine
8479.43880,7797.58220,1.36,4164,yes,satisfactory,kiosk
1992.02815,1175.91039,3.29,2932,no,satisfactory,bar
3088.12426,3025.11120,2.98,3768,yes,satisfactory,machine
2336.03781,1498.37147,3.1,3688,no,satisfactory,bar
4072.83460,3474.99568,3.51,3995,no,satisfactory,bar
1964.76571,1177.18618,3.8,3006,no,satisfactory,kiosk
997.73601,255.79593,4.08,3297,no,excellent,kiosk
3913.92202,990.50443,1.74,2068,yes,satisfactory,bar
5682.60694,8937.57746,1.73,4836,no,poor,machine
1350.27552,1207.66416,3.24,3494,no,poor,kiosk
2874.59783,2749.05390,6.05,3060,no,satisfactory,bar
9196.15439,13622.30279,4.06,3801,no,satisfactory,machine
2954.16026,2546.47881,4.94,5338,yes,poor,machine
1737.66163,2234.17781,3.25,4199,no,excellent,machine
2261.91087,786.24522,6.71,4201,yes,poor,kiosk
973.10813,386.36504,5.85,4942,yes,satisfactory,machine
635.91981,944.07306,4.91,1586,no,satisfactory,kiosk
2351.70305,1044.49611,2.85,4287,no,poor,kiosk
1251.00391,975.15812,2.22,1815,no,poor,kiosk
1455.58897,1462.82789,3.9,3097,no,poor,machine
1978.69998,2727.57520,6.68,2491,no,poor,bar
681.92381,1233.11726,1.73,2799,no,poor,machine
1454.05464,924.09598,2.96,1568,no,poor,bar
2903.21923,3269.97773,3.15,1871,no,satisfactory,bar
1179.08939,829.62883,2.62,4468,no,satisfactory,machine
3596.43792,2982.37137,2.68,4191,no,poor,bar
3660.03594,434.78578,2.17,5358,yes,excellent,kiosk
5668.71095,5146.78476,6.98,2176,no,excellent,kiosk
1128.49304,1243.73600,1.19,2308,no,excellent,machine
1519.61889,2014.36768,3.85,2131,no,poor,bar
2702.57981,3576.00185,3.3,1067,yes,excellent,machine
3063.20456,2670.08980,4.69,5321,no,excellent,machine
1175.02418,937.06248,3.39,1123,no,satisfactory,bar
15947.90675,15053.31057,1.43,1069,no,excellent,bar
652.32110,346.74475,4.93,6256,no,poor,kiosk
4281.54425,1583.74042,5.38,2090,no,poor,bar
1934.48317,643.73875,5.97,2674,yes,satisfactory,kiosk
1662.11971,2471.30014,3.56,1643,no,poor,machine
749.93610,724.12538,1.01,2200,no,poor,bar
367.95089,558.34818,4.42,2685,no,satisfactory,kiosk
1330.01429,1021.91670,4.29,3093,yes,satisfactory,bar
9816.58997,9919.97825,2.44,5919,no,excellent,machine
1899.71214,3253.48091,1.68,1458,no,poor,machine
2763.86464,691.42930,2.95,4644,no,satisfactory,kiosk
2656.86995,3383.48268,4.75,2496,no,poor,machine
593.08805,900.92230,1.16,5469,no,excellent,kiosk
5568.92515,3663.14427,3.77,2858,no,excellent,machine
600.45152,459.93343,3.42,3963,yes,excellent,machine
509.12420,400.54901,5.73,2002,no,poor,machine
621.09928,1078.64656,2.15,1287,no,satisfactory,bar
3016.01484,1169.76485,2.66,5231,yes,satisfactory,bar
2401.68816,2173.90887,4.3,1935,yes,poor,kiosk
5308.45314,4230.31309,3.46,6025,no,excellent,machine
1101.21775,704.37613,3.81,1984,yes,poor,bar
1207.56580,401.74854,4.35,3535,yes,poor,kiosk
1584.81297,1291.51097,5.46,4889,no,satisfactory,kiosk
3510.26385,4673.61604,4.84,4300,no,satisfactory,machine
2586.92012,3212.34805,1.18,2147,no,excellent,machine
1533.40852,1278.74161,2.05,2362,yes,poor,bar
1912.96243,1274.04971,5.08,3802,no,excellent,machine
3537.70589,2352.89068,1.29,1382,no,excellent,bar
1537.88768,743.92874,4.69,1805,no,poor,machine
5593.23237,4299.29022,4.42,3658,no,satisfactory,bar
2208.92194,911.06702,1.72,2573,yes,poor,machine
499.06664,349.03056,1.22,5704,no,poor,machine
4169.36802,730.21667,5.39,1064,yes,excellent,machine
3135.56242,1880.19268,5.07,3123,no,poor,machine
1703.74600,1973.51634,2.48,3987,no,satisfactory,kiosk
1813.17655,913.70819,4.01,5473,no,satisfactory,kiosk
2262.72484,3012.44320,2.89,4151,no,excellent,kiosk
762.52709,522.52106,2.8,5188,yes,satisfactory,kiosk
1538.36384,1324.30945,2.84,4051,yes,poor,machine
784.30045,1115.42266,3.56,2516,no,excellent,bar
3986.76477,3903.98752,2.92,4197,no,excellent,kiosk
1690.00303,1773.09757,4.34,3389,no,excellent,machine
3111.19232,4475.77795,2.9,6147,no,excellent,kiosk
452.81345,339.63196,3.86,4217,no,poor,kiosk
2731.04965,833.26530,5.09,4280,yes,excellent,machine
7469.93284,10972.01291,2.96,1567,no,satisfactory,kiosk
708.96433,627.99635,4.74,1789,no,satisfactory,kiosk
1916.12905,2542.07889,1.33,5043,no,poor,machine
1734.04142,3251.79751,3.59,1158,no,satisfactory,kiosk
2009.38304,2432.11681,4.97,2628,no,excellent,kiosk
3012.11161,636.21838,5.52,3904,yes,poor,kiosk
8617.17597,7162.74463,1.57,7370,no,excellent,machine
3003.20189,1792.60121,3.82,1473,no,poor,machine
339.24463,392.93168,2.69,3122,no,excellent,machine
2116.86092,251.78983,3.08,4263,yes,satisfactory,machine
1004.72391,188.42702,4.73,4536,no,satisfactory,bar
3395.86597,5382.84997,5.46,5937,yes,poor,machine
6366.39895,6360.76814,3.06,5438,no,satisfactory,bar
1717.22959,2450.24012,3.36,5152,yes,satisfactory,kiosk
1937.53503,1472.29422,4.23,2143,yes,satisfactory,machine
2454.02491,1287.65443,5.43,3163,no,excellent,kiosk
2268.92090,712.95608,3.63,4477,no,satisfactory,kiosk
549.87090,528.01156,1.88,3385,yes,satisfactory,machine
3109.39245,1457.81747,3.89,3531,no,satisfactory,bar
9036.55215,7970.29110,6.79,1332,yes,excellent,bar
3067.94952,2368.92951,3.29,1816,yes,satisfactory,kiosk
1887.15454,1402.62566,5.72,4787,yes,poor,machine
2105.85104,705.71992,2.92,6070,no,excellent,bar
1831.15298,950.94243,1.61,5455,no,satisfactory,kiosk
5039.78235,1628.16888,5.2,1396,yes,poor,bar
4542.17135,1291.50506,6.46,4441,no,satisfactory,kiosk
2559.00847,426.43934,2.33,3577,no,satisfactory,kiosk
2492.84621,1997.26260,1.61,4495,yes,satisfactory,kiosk
978.40158,1240.52337,1.65,955,yes,satisfactory,machine
3466.37539,3389.08689,6.01,5448,yes,satisfactory,machine
2317.28909,2919.90901,5.48,5579,no,poor,machine
3628.95242,4087.04641,3.54,1678,no,satisfactory,machine
2541.51374,1521.21300,2,6250,no,satisfactory,kiosk
1011.79548,609.52566,2.05,1880,no,satisfactory,kiosk
389.90530,283.77743,5.59,2729,no,poor,kiosk
1382.63863,1535.11279,2.97,3678,yes,poor,kiosk
3260.68708,1826.49871,2.71,4319,yes,satisfactory,bar
2880.99088,1776.17608,1.8,3300,yes,satisfactory,machine
3502.99009,4738.19806,1.75,869,no,poor,kiosk
3832.71407,5545.14748,4.24,1080,no,excellent,machine
1800.46502,216.77043,3.8,4620,yes,satisfactory,machine
3532.70722,3305.97415,3.45,5072,no,excellent,kiosk
1402.00372,1451.57946,2.85,1706,no,satisfactory,machine
2229.18252,1524.45889,3.01,3055,no,satisfactory,kiosk
2463.71267,2490.12186,3.22,1733,no,satisfactory,machine
1900.12388,414.57114,1.2,2689,no,poor,machine
5167.09350,9051.12196,2.67,1607,no,excellent,machine
1873.54844,1476.53460,2.93,2776,no,satisfactory,bar
2247.61974,1306.93460,3.85,1953,yes,satisfactory,kiosk
2155.12339,2642.28014,4.35,5985,no,poor,kiosk
2927.75238,1182.79435,1.61,3164,yes,satisfactory,kiosk
2387.38561,3300.19018,3.88,1468,no,satisfactory,machine
7173.86152,8594.98075,2.61,2824,no,excellent,bar
2478.36302,3885.36483,2.82,3427,yes,poor,machine
1042.69799,1729.81090,2.93,3338,no,satisfactory,bar
1884.53255,2937.69744,1.88,2649,no,satisfactory,machine
2944.69112,3420.59931,4.67,1180,no,poor,kiosk
1899.51511,1782.75605,3.75,4726,no,excellent,machine
2628.22542,4842.74195,2.75,2867,yes,satisfactory,machine
6435.94029,1147.54179,5.2,5592,yes,satisfactory,kiosk
4434.26237,3315.88525,3.72,2761,yes,satisfactory,machine
2123.28196,1826.53506,6.99,3254,yes,poor,kiosk
2484.30155,1488.61777,2.82,3065,no,poor,kiosk
6204.77415,9327.74414,5.37,2201,no,poor,machine
3814.83003,3113.78847,1.78,4936,no,excellent,machine
4209.23008,1790.16064,6.77,4303,no,satisfactory,machine
2208.54748,3124.76517,1.2,1801,no,satisfactory,kiosk
2239.12161,2963.83115,2.62,4899,no,satisfactory,bar
3878.64310,3750.01146,1.68,4288,no,satisfactory,bar
2128.23216,1701.50188,3.01,1325,yes,excellent,bar
4123.36867,4414.82603,3.18,5876,no,excellent,machine
876.68882,1551.43542,4.04,3086,no,satisfactory,machine
478.84968,484.48242,1.28,2685,yes,satisfactory,machine
5310.71113,4827.03038,5.96,2345,no,excellent,machine
2625.06930,1121.85488,3.24,5047,no,satisfactory,machine
1754.78145,1515.89004,2.12,4883,no,satisfactory,bar
4335.12912,7826.85702,3.15,2078,no,excellent,machine
4673.06436,2209.27435,2.79,3487,yes,excellent,kiosk
4224.30652,3503.26509,3.87,4294,yes,excellent,kiosk
7237.30943,6585.45558,1.58,5235,no,poor,kiosk
917.31179,1190.00045,3.37,2209,no,satisfactory,kiosk
9130.91998,8300.34335,3.2,3848,no,satisfactory,kiosk
1766.09459,1928.17047,1.82,960,no,excellent,bar
3827.84233,3128.61934,2.02,3324,no,excellent,kiosk
5884.98074,2999.51415,4.63,1526,yes,excellent,machine
1192.75173,1473.06570,2.81,1474,no,satisfactory,kiosk
4537.04760,3854.47736,6.99,3528,yes,satisfactory,machine
9809.08934,9850.65742,4.06,3876,yes,excellent,machine
2092.19556,2631.25795,3.91,1855,yes,poor,machine
1732.52070,2119.57465,1.04,2053,no,satisfactory,kiosk
8748.11642,2408.98976,1.8,3777,no,satisfactory,kiosk
6460.99398,9232.33909,6.81,2760,yes,excellent,kiosk
5411.78619,5200.11569,3.59,5626,no,excellent,machine
5249.63710,4296.33795,1.57,999,yes,satisfactory,kiosk
9889.28139,8822.20844,2.29,6438,yes,excellent,bar
8087.17589,8509.27064,5.23,3515,no,satisfactory,kiosk
3947.65601,3267.75942,4.11,4873,no,satisfactory,bar
8796.63611,13921.12070,3.08,2493,no,excellent,kiosk
3806.31046,3139.54407,2.34,3991,yes,excellent,kiosk
5012.52909,4494.50900,3.62,1362,yes,excellent,kiosk
4221.31183,1862.77127,6.16,4558,yes,satisfactory,kiosk
2750.36433,2470.23472,4.09,1838,yes,satisfactory,machine
1062.32276,1329.99046,2.47,936,no,satisfactory,kiosk
969.12049,689.96131,5.41,4057,no,excellent,bar
921.29442,599.56563,3.3,4938,no,poor,machine
1247.78461,1172.10140,1.58,4337,no,satisfactory,machine
2754.08888,4359.84231,3.28,1479,no,poor,bar
1579.72991,1752.05850,2.81,4644,no,satisfactory,kiosk
3741.51214,6826.38040,2.13,2538,no,poor,bar
4477.29395,5310.54161,1.6,4138,no,satisfactory,machine
818.50043,1031.68325,3.32,2315,no,poor,kiosk
3769.36543,2594.33994,3.51,2421,yes,satisfactory,bar
1112.13898,1636.21239,6.1,1106,no,excellent,machine
4563.92669,3013.24546,3.02,3824,no,poor,kiosk
1336.00566,1435.15790,4.35,2501,no,excellent,kiosk
6972.74173,5767.69035,1.91,3012,no,satisfactory,bar
907.67836,1356.82171,3.28,2574,no,poor,machine
4560.51555,3366.40597,1.78,2820,no,satisfactory,bar
4332.57457,5556.44682,4.14,996,yes,excellent,machine
3085.61913,3596.24858,2.89,1839,yes,satisfactory,kiosk
1214.84006,1069.89090,5.53,1433,no,poor,bar
317.99290,331.61029,1.13,2055,no,excellent,bar
2336.78950,728.72372,3.93,4655,yes,poor,machine
4187.87373,469.01461,2.8,3278,yes,excellent,kiosk
3971.85951,725.40038,5.38,3143,no,satisfactory,bar
2904.97137,1997.49514,3.44,3981,yes,satisfactory,bar
1070.34339,903.71405,4.2,4704,yes,poor,machine
2986.51811,880.27238,1.18,2907,no,satisfactory,bar
6392.16125,5118.41661,4.83,1302,yes,excellent,bar
928.19244,738.11540,3.56,1558,yes,satisfactory,bar
763.73001,1081.05822,2.42,3843,no,satisfactory,bar
4716.89281,4676.10255,2.01,5421,no,excellent,machine
1262.89846,843.53789,1.92,5285,no,excellent,kiosk
1024.89070,519.45451,3.84,5314,no,excellent,kiosk
2214.69525,583.21701,2.75,4688,no,satisfactory,kiosk
1212.98260,1648.41877,3.73,2443,yes,poor,bar
13584.07856,14144.53928,2.29,2443,no,excellent,machine
4320.03623,3022.01325,3.03,3224,no,poor,bar
1315.83476,2310.83886,2.06,1840,no,satisfactory,machine
1896.53667,1577.72037,2.64,3056,yes,satisfactory,kiosk
1205.02978,1792.99923,2.93,2768,no,satisfactory,kiosk
1073.37996,234.01068,6.3,4207,no,satisfactory,kiosk
945.80420,1575.05038,1.98,4703,no,satisfactory,kiosk
3522.26571,2866.78402,4,2838,no,excellent,bar
5995.28207,3069.29925,5.24,4934,no,excellent,kiosk
4205.23983,3990.23608,4.63,3615,no,poor,bar
1810.67629,1468.64473,3.85,5241,no,excellent,machine
4173.67617,2853.98063,1.96,3972,no,poor,machine
912.25099,1093.88122,2.87,2015,yes,satisfactory,machine
1916.87790,1718.92010,1.7,3121,no,poor,bar
1708.84986,1628.68202,4.91,2812,yes,excellent,bar
2249.63893,1182.56201,3.57,5320,yes,poor,kiosk
1584.63819,1918.15154,3.61,1315,yes,poor,bar
2460.27447,3442.87799,2.59,859,no,poor,kiosk
1887.02681,2095.16024,3.24,2556,no,excellent,machine
1995.62524,1886.19850,2.75,5286,no,satisfactory,bar
768.02114,345.97154,4.99,4471,yes,satisfactory,machine
3431.63759,2185.60100,3.62,1891,yes,excellent,machine
3053.99346,3418.40118,6.47,3469,no,satisfactory,kiosk
4053.17061,4444.23118,2.34,1113,no,poor,bar
4038.27028,995.43342,2.91,2751,no,satisfactory,bar
1752.47655,1692.44956,4.01,3574,yes,poor,bar
1575.42895,1925.02785,1.23,3414,no,poor,kiosk
1611.00010,742.28807,5.67,3705,no,satisfactory,bar
9247.68453,10043.02330,1.94,1182,no,excellent,kiosk
3316.31373,2745.98680,3.47,2659,yes,poor,machine
1183.05847,655.04201,4.55,2716,yes,satisfactory,machine
1201.86780,1801.31988,4.19,3491,no,poor,kiosk
2600.52807,2416.26250,3.36,3510,no,satisfactory,machine
1468.16903,526.25051,3.24,2580,no,excellent,bar
2416.55023,2283.64684,1.97,4175,no,satisfactory,bar
474.09816,457.86946,4.8,4524,no,satisfactory,machine
6751.50269,8862.14294,3.5,2069,no,satisfactory,bar
1388.00775,1821.60759,2.75,3781,no,satisfactory,bar
4262.41851,6356.50864,3.71,4133,no,excellent,machine
3856.35780,1226.11232,2.26,4876,no,satisfactory,machine
1993.38004,1494.68495,3.77,4043,yes,excellent,bar
3848.52773,4955.43896,3.03,2311,no,excellent,machine
3864.50293,6108.01642,6.86,893,yes,satisfactory,bar
2013.52218,1729.62666,1.69,4111,no,excellent,kiosk
713.37745,644.68819,3.06,3270,no,satisfactory,bar
5371.87563,6089.22629,3.01,2503,no,poor,machine
1745.98937,1185.58194,1.35,2590,no,poor,machine
2256.13206,1190.35188,6.88,5403,no,poor,kiosk
3338.14553,747.44282,3.6,2989,no,poor,bar
4032.73163,1187.59538,6.31,4312,no,satisfactory,bar
5454.86319,338.83728,4.66,2227,no,poor,kiosk
824.50497,1335.07273,1.98,1571,yes,poor,bar
2813.57379,4782.91913,1.18,3796,no,poor,machine
1427.90114,655.77783,6.72,2843,no,satisfactory,kiosk
1573.92549,993.51406,4.39,3321,no,poor,kiosk
626.62573,703.83757,2.14,884,yes,poor,bar
4141.25585,2473.09136,2.28,2399,yes,satisfactory,bar
6467.58273,6782.71583,3.45,2857,no,satisfactory,bar
2062.13672,1558.01237,2.46,4180,yes,excellent,machine
6651.42444,9188.65742,3.98,5349,no,excellent,kiosk
1762.08658,1420.90580,3.1,7369,no,excellent,bar
2962.56883,643.34074,1.6,3433,yes,satisfactory,bar
1051.07467,1139.01083,1.96,2209,no,excellent,machine
2196.02530,1376.71636,2.99,1960,yes,satisfactory,bar
3994.19153,3596.17302,4.31,3802,no,satisfactory,kiosk
4047.13328,1022.76965,5.8,3956,yes,satisfactory,kiosk
4932.29614,2152.45131,5,6398,no,poor,bar
2322.60292,2034.15495,2.48,5375,no,satisfactory,machine
294.22661,392.11648,3.67,1130,no,satisfactory,machine
3851.44341,2090.25458,1.67,1603,no,poor,kiosk
1364.76209,1869.87332,5.83,4403,no,excellent,machine
1205.79098,1352.20781,1.18,2411,no,excellent,bar
4601.98084,6839.69358,6.05,5752,no,satisfactory,kiosk
3472.08094,3923.62231,3.53,3462,no,poor,machine
1650.94099,1753.60190,1.33,3002,no,excellent,kiosk
5120.89277,6551.04741,2.6,1997,no,poor,bar
6223.19455,8808.68635,3.08,2175,yes,excellent,kiosk
3691.49227,3259.49094,2.57,5004,no,satisfactory,kiosk
1803.82830,689.38848,1.75,1289,yes,poor,machine
641.85060,613.70757,2.75,4302,no,poor,bar
2452.81830,424.02651,4.71,2808,no,satisfactory,bar
3850.30994,5577.81540,4.3,2096,no,satisfactory,bar
682.12628,1028.04300,3.53,1802,no,poor,machine
4846.66119,4612.56207,1.32,1904,no,satisfactory,bar
3409.31784,4285.36347,3.27,917,yes,satisfactory,kiosk
5030.89622,8611.60129,2.97,3377,no,satisfactory,machine
489.40609,880.34710,2.51,3084,no,poor,machine
1242.77564,1564.92869,1.44,3814,yes,satisfactory,kiosk
3551.39823,3905.88089,1.93,4894,no,satisfactory,machine
1276.87872,894.13796,4.82,3378,no,poor,machine
1243.67704,2005.45643,1.51,3838,no,excellent,bar
3038.56619,2196.38378,3.7,1684,no,excellent,bar
3904.69701,2523.79429,1.6,3384,yes,poor,bar
4272.94319,5339.95226,1.95,2954,no,satisfactory,bar
1735.62409,335.41135,4.13,6206,yes,poor,bar
737.16355,914.82386,2,2693,yes,satisfactory,kiosk
3241.80099,1428.85820,5.65,4722,no,satisfactory,machine
1180.38342,348.52336,5.43,3592,yes,satisfactory,bar
1914.13454,1717.79456,5.83,3812,no,satisfactory,kiosk
2313.41565,301.39474,4.63,2935,no,satisfactory,kiosk
1272.37887,2279.67407,3.58,1825,no,excellent,kiosk
3105.18202,3740.94974,3.12,4042,no,satisfactory,kiosk
718.42892,468.86812,3.79,2812,yes,excellent,kiosk
875.04355,1434.51175,1.82,1669,no,satisfactory,machine
4432.92903,320.94998,2.31,4501,yes,satisfactory,kiosk
416.59152,525.22362,4.41,1954,no,excellent,bar
4423.82935,6077.83560,5.22,5229,no,excellent,kiosk
2203.57763,1515.10392,2.44,2947,no,satisfactory,bar
1827.09652,2905.37568,5.84,2680,no,poor,machine
1775.63468,1074.43546,2.22,7334,no,excellent,bar
7952.43856,9503.28260,5.43,4449,no,excellent,kiosk
3280.68621,4188.32216,2.86,1083,no,excellent,kiosk
3224.87091,4339.94393,3.18,830,yes,poor,bar
2248.97730,1970.37365,2.89,6300,yes,excellent,bar
2328.51131,2297.24290,3.42,5057,no,poor,bar
972.98752,575.55062,2.52,3538,no,satisfactory,bar
3786.53792,3339.50530,3.35,4986,no,excellent,bar
1311.12316,1782.10081,1.26,3336,no,satisfactory,machine
2551.19452,2219.99868,1.38,5676,yes,poor,bar
753.19560,119.60663,1.04,3715,no,poor,kiosk
1347.72923,2149.18378,3.54,4161,no,satisfactory,bar
1031.88039,1022.95081,3.49,4382,yes,satisfactory,kiosk
3552.23406,5534.36817,5.04,1211,no,poor,kiosk
3613.70401,3138.48673,6.62,3875,no,satisfactory,machine
5653.61615,5949.20536,5.68,1352,yes,satisfactory,machine
1339.41165,1023.36409,6.47,1205,no,poor,kiosk
2549.62470,2713.44985,2.24,1714,no,satisfactory,machine
720.40454,590.35817,2.53,2232,no,poor,bar
2953.52804,4810.29705,1.02,4905,no,satisfactory,kiosk
1825.43027,2813.09289,2.1,1507,no,excellent,bar
2374.84445,1962.13341,3.57,4251,no,satisfactory,bar
9807.85007,4894.08584,1.35,4096,no,excellent,kiosk
3072.65734,3268.43100,1.64,3101,no,satisfactory,machine
704.00031,600.04530,4.51,4573,yes,satisfactory,machine
1495.84455,1956.98070,5.78,1652,no,satisfactory,bar
529.76167,352.72449,2.94,2893,no,excellent,bar
1784.92481,1157.14436,2.83,7212,yes,poor,kiosk
2338.78318,3616.71323,2.27,1638,no,excellent,kiosk
2143.49960,2158.33617,3.82,2204,no,poor,kiosk
2556.40802,1043.73369,5.93,4775,yes,satisfactory,kiosk
4653.68562,3735.58406,4.67,6830,no,excellent,bar
1623.10916,1993.82788,5.8,3153,no,satisfactory,machine
3447.36348,2597.65742,2.77,3647,yes,satisfactory,kiosk
5123.57133,3240.70698,2.55,3936,no,excellent,machine
360.50427,440.04025,2.09,4976,yes,satisfactory,kiosk
1136.44966,1267.18653,4.35,1094,no,satisfactory,kiosk
3928.53194,3397.31267,1.41,6521,no,satisfactory,machine
1388.70986,1263.77872,1.06,3003,no,poor,machine
813.60690,267.63426,3.1,1218,yes,poor,machine
1547.19411,2578.79003,2.59,2247,no,satisfactory,bar
2571.97042,1522.75488,5.66,2911,yes,poor,machine
1701.65928,2596.66299,2.01,3420,no,satisfactory,kiosk
1380.29201,779.96566,5.54,3703,yes,excellent,machine
1082.80390,1279.91978,3.43,3591,no,poor,kiosk
5397.39615,4782.18595,1.72,4838,no,excellent,kiosk
5687.67490,7181.68799,4.78,2085,yes,excellent,bar
2496.08572,1791.17146,5.43,6292,no,poor,bar
2942.16587,1885.07993,4.74,805,yes,excellent,kiosk
2363.17659,4091.19797,4.99,798,no,satisfactory,bar
6121.94786,6500.30007,2.55,1459,yes,excellent,machine
4861.74766,2694.30573,4.05,4486,no,satisfactory,kiosk
2742.96858,3287.49902,3.93,1342,no,excellent,bar
1552.50488,2144.57203,1.73,1278,no,satisfactory,bar
5915.77837,5029.84356,2.41,5062,no,excellent,bar
3113.08277,424.67891,4.81,1027,no,satisfactory,bar
1478.29995,1702.90831,2.04,3730,no,poor,machine
2313.58879,805.11788,6.05,4705,no,satisfactory,kiosk
1312.34638,1956.27322,2.94,2628,no,poor,bar
3458.70337,1080.99720,2.63,836,yes,excellent,machine
200.99938,101.46019,2.25,2892,no,poor,kiosk
4319.35745,5245.29148,4.45,3965,no,excellent,bar
4208.51077,4227.38772,1.96,2542,no,excellent,machine
1623.72794,252.82651,5.87,2401,no,satisfactory,machine
3286.88298,2720.32234,4.33,3244,no,poor,machine
4403.45032,4085.61131,2.35,5786,no,poor,bar
1175.92542,1451.24034,4.15,1192,no,excellent,kiosk
2135.74087,757.43341,4.9,2952,yes,satisfactory,bar
2350.10123,4409.80544,3.26,3498,no,satisfactory,bar
1874.38639,2161.84785,2.07,3259,no,satisfactory,machine
1208.92886,235.34723,3.41,5574,no,satisfactory,machine
1355.93021,1238.82425,3.07,2054,no,poor,bar
6440.63804,5248.81178,4.07,1707,no,excellent,bar
9993.77824,6775.32028,3.45,2629,no,satisfactory,bar
2729.45443,2777.58451,3.93,3735,no,poor,kiosk
3079.47217,2021.77404,3.66,1709,no,excellent,machine
3558.17382,5290.92244,2,2460,no,satisfactory,machine
673.89323,680.20932,3.81,3633,no,poor,machine
2584.36573,3472.81957,2.34,2764,no,excellent,machine
2895.74328,3673.22869,4.12,3746,no,satisfactory,bar
1095.36682,1056.35315,6.09,3215,no,poor,machine
6142.83155,5553.02304,3.62,6329,no,satisfactory,kiosk
1333.35195,1569.34520,4.95,1296,no,excellent,bar
1560.66857,1621.86027,3.17,1341,no,excellent,bar
2411.03866,983.11945,4.26,3322,yes,satisfactory,kiosk
3255.09175,2422.86441,4.34,4125,yes,excellent,machine
1512.13667,1145.20032,3.3,1744,no,poor,kiosk
2288.31402,3639.43689,5.28,3657,no,satisfactory,kiosk
2503.35420,2473.55667,5.56,1709,yes,excellent,bar
4358.28039,1446.75938,2.86,3960,no,poor,bar
4420.59851,2698.84205,4.86,2227,no,satisfactory,kiosk
8768.02312,9529.74642,6.54,2305,no,excellent,machine
439.39593,238.79885,5.32,3316,yes,poor,machine
1391.93696,768.12928,1.78,2931,no,poor,machine
521.21876,666.95789,3.28,1352,no,poor,bar
1186.97030,1335.14279,4.05,3519,no,satisfactory,kiosk
353.13333,210.67219,5.06,5566,no,excellent,machine
1805.33668,3401.32062,1.67,1306,no,poor,bar
2064.23352,1379.91813,2.74,2840,yes,poor,machine
5115.43027,1999.90317,4.88,5172,yes,excellent,kiosk
13424.27457,12226.67356,3.73,2632,no,excellent,bar
2486.10282,4178.96925,2.99,2997,no,excellent,kiosk
1253.87588,153.82824,2.15,6364,no,satisfactory,machine
2439.58761,2202.75376,2.32,2333,yes,satisfactory,kiosk
3103.70614,3851.11149,3,4972,no,poor,kiosk
4343.63050,3670.55051,2.04,2278,no,excellent,kiosk
